,Employee_ID,Date_of_Joining,Gender,Company_Type,WFH_Setup_Available,Designation,Resource_Allocation,Mental_Fatigue_Score,Burn_Rate
13625,fffe32003600390034003600,2008-03-18,Female,Service,Yes,2.0,4.0,4.7,0.27
15482,fffe3300350033003700,2008-05-11,Female,Product,No,3.0,7.0,8.3,0.77
21431,fffe33003400340035003900,2008-02-17,Female,Product,No,1.0,1.0,3.9,0.22
7428,fffe31003600390033003200,2008-01-16,Male,Service,Yes,2.0,6.0,8.8,0.72
15032,fffe31003700370037003500,2008-06-13,Male,Service,Yes,2.0,5.0,6.8,0.69
3516,fffe32003500330032003100,2008-12-21,Male,Service,No,1.0,2.0,2.7,0.11
19013,fffe32003300350033003300,2008-10-22,Male,Service,No,2.0,5.0,6.3,0.51
12097,fffe31003200310037003900,2008-07-31,Female,Product,Yes,2.0,4.0,3.7,0.27
16325,fffe3900300034003200,2008-11-29,Female,Service,Yes,1.0,4.0,5.1,0.47
7838,fffe3200330036003800,2008-12-24,Female,Service,No,3.0,6.0,6.6,0.6
19973,fffe31003000330035003700,2008-11-06,Female,Service,No,4.0,8.0,7.3,0.53
18985,fffe32003000320038003500,2008-07-29,Female,Product,Yes,0.0,1.0,4.0,0.32
6591,fffe32003600300031003300,2008-02-12,Female,Service,No,3.0,6.0,7.3,0.59
6272,fffe33003300390034003000,2008-12-08,Male,Service,Yes,1.0,3.0,4.9,0.43
884,fffe32003500360033003700,2008-10-01,Male,Service,No,2.0,6.0,7.7,0.78
12595,fffe32003400330034003500,2008-09-28,Female,Service,No,1.0,3.0,5.6,0.41
7828,fffe32003800300032003100,2008-09-12,Female,Product,Yes,1.0,4.0,5.7,0.39
12914,fffe32003600390033003900,2008-02-24,Female,Product,Yes,2.0,4.0,4.6,0.36
408,fffe32003800360035003900,2008-01-30,Male,Service,No,3.0,7.0,6.3,0.62
17376,fffe3900330030003700,2008-07-22,Male,Service,No,2.0,4.0,4.6,0.33
10990,fffe31003400300038003000,2008-02-17,Male,Service,No,2.0,6.0,7.5,0.63
7644,fffe32003900330033003200,2008-04-16,Female,Service,Yes,0.0,3.0,5.4,0.31
5181,fffe33003300390033003400,2008-06-13,Male,Service,Yes,3.0,5.0,5.2,0.37
21005,fffe31003500390034003100,2008-01-04,Male,Service,No,3.0,6.0,7.9,0.76
13370,fffe32003200390039003800,2008-09-19,Female,Service,No,4.0,8.0,5.8,0.51
20698,fffe32003800310039003700,2008-08-27,Male,Product,Yes,3.0,5.0,6.5,0.42
12236,fffe3700370036003800,2008-11-17,Female,Service,Yes,2.0,3.0,4.7,0.32
11845,fffe3400390033003000,2008-08-02,Female,Service,Yes,3.0,6.0,5.2,0.34
14274,fffe33003400370034003300,2008-06-09,Female,Product,No,2.0,6.0,8.3,0.78
18488,fffe3900350031003200,2008-01-28,Female,Service,No,3.0,6.0,6.9,0.55
14495,fffe3800340036003500,2008-08-18,Male,Service,Yes,1.0,3.0,5.6,0.33
5483,fffe32003700330034003000,2008-12-14,Male,Product,Yes,3.0,5.0,6.5,0.45
9554,fffe32003600310033003300,2008-03-07,Male,Product,No,2.0,4.0,7.3,0.52
20671,fffe32003700370032003200,2008-06-18,Male,Product,No,2.0,6.0,6.7,0.6
13759,fffe33003300320038003100,2008-09-13,Male,Product,No,1.0,4.0,5.0,0.32
1815,fffe32003300360038003200,2008-02-06,Male,Product,Yes,2.0,3.0,5.7,0.41
12426,fffe31003700350032003400,2008-05-23,Female,Service,No,4.0,9.0,8.4,0.79
21907,fffe3800350038003900,2008-08-03,Male,Product,Yes,5.0,8.0,9.4,0.82
10283,fffe31003600380030003800,2008-07-28,Male,Service,No,3.0,6.0,6.3,0.56
6918,fffe31003100300037003700,2008-04-09,Female,Product,No,3.0,6.0,5.8,0.53
13494,fffe32003400310030003400,2008-02-07,Female,Product,Yes,2.0,4.0,5.5,0.36
667,fffe32003700360030003700,2008-07-27,Male,Service,No,2.0,5.0,4.3,0.36
19803,fffe31003500340031003800,2008-07-28,Female,Service,No,2.0,5.0,6.0,0.54
9020,fffe31003500360038003700,2008-09-04,Female,Product,Yes,0.0,1.0,3.9,0.25
3825,fffe370037003100,2008-02-08,Female,Product,No,4.0,6.0,5.7,0.51
10899,fffe3700370030003200,2008-09-26,Male,Product,Yes,1.0,2.0,2.1,0.16
18259,fffe31003800370034003400,2008-08-21,Female,Service,No,3.0,6.0,5.6,0.51
22192,fffe32003300320034003700,2008-08-27,Female,Service,Yes,3.0,5.0,4.4,0.31
11665,fffe33003000350036003400,2008-06-24,Male,Service,No,2.0,4.0,6.0,0.5
15744,fffe32003300370039003400,2008-05-09,Female,Service,Yes,1.0,1.0,3.3,0.25
10636,fffe33003400330033003700,2008-03-31,Female,Product,Yes,0.0,1.0,0.0,0.0
15115,fffe33003400320030003300,2008-05-21,Male,Service,Yes,2.0,5.0,5.9,0.55
8969,fffe33003100320037003200,2008-10-07,Male,Service,No,2.0,4.0,5.6,0.32
2009,fffe33003000390035003700,2008-12-21,Male,Service,Yes,3.0,4.0,5.5,0.33
3497,fffe32003700350034003800,2008-09-05,Male,Product,Yes,2.0,3.0,4.4,0.39
19872,fffe31003900330035003800,2008-06-28,Female,Service,No,2.0,5.0,7.0,0.59
11797,fffe360033003500,2008-11-03,Male,Service,No,4.0,8.0,7.4,0.61
2966,fffe31003200320036003200,2008-10-12,Female,Product,Yes,2.0,3.0,2.9,0.21
19900,fffe3700390032003200,2008-03-08,Female,Service,No,2.0,4.0,7.4,0.53
17894,fffe32003100330031003300,2008-05-19,Female,Service,No,4.0,7.0,8.9,0.84
3093,fffe31003300360031003100,2008-04-08,Female,Product,Yes,1.0,3.0,5.3,0.45
22620,fffe3300390030003700,2008-03-02,Male,Service,No,4.0,8.0,9.0,0.78
2946,fffe32003600390039003100,2008-01-07,Male,Service,No,2.0,5.0,6.5,0.56
8183,fffe33003400300038003600,2008-07-02,Male,Service,Yes,3.0,7.0,8.4,0.86
1618,fffe32003400310034003000,2008-03-20,Female,Service,Yes,1.0,3.0,5.6,0.32
15749,fffe32003300350031003700,2008-07-26,Male,Service,No,2.0,6.0,6.7,0.6
21505,fffe31003600310032003700,2008-01-28,Female,Product,Yes,2.0,4.0,7.1,0.5
2073,fffe32003000370034003900,2008-01-16,Female,Product,Yes,1.0,3.0,6.1,0.37
6734,fffe33003000310032003000,2008-11-23,Male,Service,Yes,0.0,1.0,2.9,0.09
4884,fffe3200320034003100,2008-01-15,Male,Service,Yes,2.0,3.0,4.6,0.27
17766,fffe3600380032003000,2008-07-27,Male,Service,Yes,2.0,4.0,6.2,0.45
13173,fffe32003900300034003700,2008-11-07,Female,Service,No,4.0,7.0,5.4,0.51
3740,fffe33003300350039003500,2008-04-21,Female,Service,Yes,1.0,2.0,1.9,0.07
1088,fffe31003400380030003400,2008-03-13,Female,Service,Yes,2.0,5.0,4.8,0.39
17315,fffe3100300032003300,2008-11-23,Male,Product,No,0.0,1.0,2.6,0.2
16551,fffe3300350031003800,2008-08-08,Male,Service,Yes,1.0,2.0,3.7,0.24
140,fffe3600320032003900,2008-05-03,Male,Service,No,2.0,5.0,5.6,0.52
7444,fffe32003800380039003700,2008-08-14,Male,Product,No,3.0,5.0,6.4,0.54
6412,fffe3400360038003100,2008-04-09,Male,Service,No,3.0,7.0,6.6,0.54
19031,fffe31003800380031003700,2008-11-28,Male,Service,No,3.0,7.0,6.4,0.61
9133,fffe3900380033003300,2008-01-04,Female,Service,No,5.0,9.0,9.4,0.8
12753,fffe31003900300033003700,2008-07-05,Female,Product,No,2.0,4.0,7.2,0.49
16889,fffe32003400310033003500,2008-01-10,Male,Service,No,3.0,7.0,6.6,0.51
3331,fffe32003500310033003500,2008-01-13,Female,Service,Yes,2.0,4.0,5.5,0.33
18709,fffe3500330037003700,2008-10-27,Female,Service,Yes,3.0,6.0,6.0,0.5
656,fffe32003100360035003500,2008-12-18,Male,Product,No,3.0,5.0,7.3,0.6
4513,fffe32003600300039003400,2008-05-06,Female,Service,Yes,1.0,3.0,5.5,0.32
7260,fffe3200370036003800,2008-04-30,Female,Service,No,3.0,5.0,4.4,0.36
20260,fffe33003300360036003700,2008-06-21,Male,Product,Yes,0.0,1.0,1.9,0.13
21503,fffe31003900380031003500,2008-04-16,Female,Product,Yes,4.0,9.0,9.7,0.83
18296,fffe3800370039003400,2008-08-15,Male,Product,Yes,1.0,2.0,1.1,0.09
870,fffe33003400310033003700,2008-12-07,Male,Service,No,1.0,4.0,6.9,0.47
5841,fffe32003400350032003800,2008-02-06,Female,Product,Yes,1.0,2.0,3.3,0.14
11038,fffe32003900330031003700,2008-02-13,Male,Service,No,3.0,5.0,7.1,0.68
16595,fffe31003800360030003500,2008-05-19,Female,Product,No,2.0,3.0,3.0,0.25
16584,fffe31003200320036003700,2008-06-14,Female,Service,No,2.0,3.0,3.8,0.22
17151,fffe32003500340037003400,2008-08-30,Male,Product,No,4.0,9.0,9.8,0.83
7980,fffe33003400350036003400,2008-08-04,Female,Product,Yes,2.0,5.0,6.7,0.49
12762,fffe3800330035003600,2008-01-26,Male,Product,No,2.0,4.0,4.8,0.38
11343,fffe33003000340030003000,2008-09-04,Female,Service,Yes,0.0,1.0,4.3,0.28
7099,fffe32003600380039003700,2008-07-02,Female,Service,No,1.0,1.0,0.8,0.0
16188,fffe31003300300031003800,2008-10-15,Female,Service,Yes,2.0,3.0,5.7,0.49
9152,fffe3100350035003500,2008-10-10,Male,Product,No,2.0,6.0,6.3,0.6
16501,fffe32003300340031003800,2008-09-11,Male,Service,No,4.0,7.0,6.9,0.62
15069,fffe33003100300038003800,2008-01-15,Male,Service,Yes,1.0,3.0,3.2,0.22
18714,fffe3900320033003400,2008-04-09,Female,Product,No,2.0,5.0,6.7,0.51
14928,fffe3500300039003800,2008-06-05,Female,Service,No,2.0,4.0,5.3,0.37
7250,fffe32003900350036003900,2008-07-21,Male,Service,No,2.0,4.0,6.3,0.56
7906,fffe32003900350034003000,2008-11-27,Male,Service,No,2.0,5.0,7.4,0.52
10216,fffe31003400360031003000,2008-04-04,Male,Product,No,3.0,6.0,6.9,0.53
908,fffe33003400390039003700,2008-07-03,Male,Service,No,4.0,6.0,6.7,0.64
12613,fffe31003400340032003300,2008-06-17,Female,Product,Yes,3.0,5.0,6.1,0.39
8965,fffe31003800390035003800,2008-12-24,Male,Product,Yes,2.0,5.0,7.1,0.53
16289,fffe32003800360033003800,2008-11-20,Female,Service,No,2.0,5.0,7.7,0.6
3512,fffe32003100350035003700,2008-09-22,Male,Service,Yes,1.0,1.0,1.7,0.08
7749,fffe3700320036003400,2008-03-09,Male,Service,No,4.0,8.0,8.6,0.73
11357,fffe32003300390037003000,2008-01-31,Male,Service,No,2.0,5.0,7.8,0.56
10370,fffe3600340035003400,2008-04-01,Female,Service,Yes,1.0,3.0,5.8,0.36
2174,fffe390033003900,2008-08-03,Female,Product,Yes,1.0,4.0,3.6,0.3
5437,fffe31003300330036003700,2008-06-02,Female,Service,Yes,1.0,3.0,4.0,0.33
20190,fffe31003500310037003100,2008-03-07,Male,Service,Yes,2.0,4.0,4.5,0.39
11329,fffe33003000350031003700,2008-04-12,Female,Service,Yes,3.0,5.0,6.1,0.44
3403,fffe3600380033003600,2008-02-05,Male,Service,No,2.0,4.0,3.9,0.28
15420,fffe32003400360035003400,2008-10-18,Male,Product,No,2.0,6.0,7.6,0.54
10807,fffe32003800380033003100,2008-02-13,Female,Product,No,1.0,1.0,1.1,0.01
9888,fffe31003500310033003700,2008-03-13,Male,Service,Yes,3.0,7.0,6.9,0.63
14037,fffe32003700360038003100,2008-07-15,Male,Product,Yes,2.0,3.0,5.0,0.33
5099,fffe3400300030003800,2008-02-14,Male,Product,Yes,3.0,7.0,5.9,0.56
17839,fffe3500320038003100,2008-07-28,Female,Product,Yes,2.0,3.0,4.2,0.31
11130,fffe33003100370037003300,2008-03-20,Female,Service,Yes,2.0,3.0,4.6,0.23
10171,fffe31003800320034003400,2008-09-30,Male,Service,Yes,2.0,3.0,3.8,0.23
16463,fffe32003800380035003900,2008-01-11,Male,Service,Yes,1.0,2.0,5.5,0.36
1309,fffe32003900350039003200,2008-06-09,Female,Product,Yes,2.0,3.0,4.6,0.38
15238,fffe330039003200,2008-12-21,Male,Service,Yes,1.0,4.0,5.3,0.42
8938,fffe32003800330034003800,2008-01-14,Male,Service,Yes,2.0,4.0,3.7,0.3
5745,fffe31003100360033003100,2008-04-22,Female,Service,No,1.0,2.0,6.2,0.41
1172,fffe3900330036003100,2008-02-27,Female,Service,No,4.0,8.0,8.0,0.74
769,fffe33003300350034003900,2008-03-07,Female,Service,No,2.0,5.0,6.7,0.6
3246,fffe3900310033003600,2008-09-06,Female,Service,Yes,1.0,2.0,6.2,0.5
7335,fffe31003400340038003900,2008-07-11,Female,Service,Yes,3.0,5.0,6.8,0.47
22073,fffe32003600300038003700,2008-04-07,Female,Product,No,2.0,6.0,6.1,0.52
14182,fffe32003900350034003100,2008-06-23,Male,Service,Yes,2.0,5.0,5.2,0.35
16420,fffe33003000360030003700,2008-01-03,Male,Service,Yes,3.0,5.0,5.7,0.44
17093,fffe3200340035003000,2008-10-02,Male,Service,No,2.0,5.0,7.7,0.66
22303,fffe32003700370036003000,2008-03-11,Female,Service,No,2.0,3.0,2.7,0.17
6596,fffe31003600370033003300,2008-02-25,Male,Product,Yes,3.0,5.0,5.4,0.46
14603,fffe31003700370035003100,2008-06-04,Female,Service,Yes,2.0,3.0,4.7,0.23
6881,fffe3400380033003300,2008-05-25,Male,Service,No,4.0,7.0,7.9,0.67
8687,fffe33003000350033003300,2008-01-16,Female,Service,Yes,1.0,3.0,5.4,0.42
19147,fffe3900340031003400,2008-07-05,Male,Product,Yes,3.0,5.0,6.2,0.49
7625,fffe32003700340035003500,2008-07-09,Female,Service,Yes,1.0,3.0,5.4,0.45
6445,fffe31003300390035003200,2008-01-11,Female,Product,No,3.0,7.0,6.4,0.51
9945,fffe3100390033003300,2008-01-08,Female,Service,Yes,1.0,4.0,6.5,0.43
1063,fffe32003700370038003600,2008-04-05,Male,Product,Yes,3.0,4.0,6.1,0.44
22439,fffe3900370032003100,2008-01-12,Female,Service,No,3.0,8.0,7.8,0.7
17375,fffe31003200310033003700,2008-08-21,Male,Service,Yes,1.0,3.0,4.3,0.3
10152,fffe32003700370030003000,2008-08-12,Male,Service,Yes,2.0,4.0,3.9,0.32
21523,fffe31003700310031003400,2008-04-13,Male,Product,No,1.0,1.0,3.8,0.18
477,fffe32003800320038003800,2008-05-29,Female,Service,Yes,3.0,5.0,6.5,0.5
11377,fffe31003400330032003800,2008-01-23,Female,Service,No,2.0,5.0,6.1,0.51
18930,fffe3200380036003100,2008-12-22,Male,Product,No,5.0,8.0,8.9,0.79
739,fffe32003800360033003100,2008-11-12,Male,Product,No,4.0,8.0,8.5,0.91
7282,fffe33003300340038003800,2008-07-25,Female,Product,Yes,1.0,2.0,1.0,0.03
19514,fffe31003800390037003400,2008-10-12,Male,Service,Yes,2.0,4.0,5.5,0.38
7557,fffe33003300350038003300,2008-09-05,Male,Service,No,0.0,2.0,4.4,0.28
94,fffe31003700300036003800,2008-10-26,Male,Service,Yes,3.0,5.0,5.4,0.46
13875,fffe33003400390037003400,2008-11-02,Male,Product,Yes,2.0,4.0,6.5,0.48
20984,fffe32003400380031003800,2008-05-20,Female,Service,No,1.0,2.0,2.8,0.11
16859,fffe3900380032003800,2008-08-07,Male,Service,No,3.0,5.0,6.1,0.59
8994,fffe32003700330037003200,2008-06-18,Male,Product,No,0.0,1.0,3.6,0.16
16266,fffe32003000370035003700,2008-08-06,Male,Product,Yes,2.0,3.0,5.1,0.32
15754,fffe32003300320037003900,2008-03-21,Female,Product,No,1.0,3.0,4.4,0.3
2560,fffe31003500310033003000,2008-05-06,Female,Product,Yes,2.0,4.0,4.4,0.34
2895,fffe31003000360037003300,2008-07-06,Male,Service,No,3.0,6.0,6.8,0.66
21673,fffe32003900390039003000,2008-03-21,Female,Service,Yes,3.0,6.0,4.8,0.41
21947,fffe3600320032003500,2008-09-12,Female,Service,Yes,1.0,4.0,6.8,0.5
18286,fffe32003400300034003500,2008-05-26,Male,Service,No,3.0,7.0,7.8,0.63
10523,fffe32003900390034003900,2008-11-27,Male,Service,Yes,4.0,7.0,7.9,0.7
16766,fffe3100300038003800,2008-12-31,Male,Service,Yes,4.0,7.0,7.7,0.75
817,fffe31003900390031003000,2008-03-14,Male,Product,No,3.0,6.0,6.2,0.54
14025,fffe3300360037003900,2008-10-02,Female,Product,Yes,3.0,5.0,6.1,0.47
14611,fffe3200350035003300,2008-05-04,Female,Service,No,3.0,5.0,7.1,0.62
7323,fffe31003800310031003400,2008-05-31,Male,Service,No,4.0,6.0,7.6,0.57
11588,fffe31003100330035003100,2008-01-20,Male,Service,Yes,4.0,7.0,7.7,0.78
1232,fffe32003600380039003400,2008-10-11,Female,Product,Yes,1.0,3.0,4.8,0.39
17742,fffe31003500360035003700,2008-09-19,Female,Service,Yes,3.0,6.0,4.1,0.35
8986,fffe31003500320035003800,2008-01-06,Female,Product,No,2.0,5.0,5.4,0.35
15700,fffe31003400320030003300,2008-02-21,Male,Service,No,4.0,8.0,8.6,0.79
16623,fffe31003000360037003500,2008-11-20,Male,Product,No,3.0,6.0,9.7,0.88
11541,fffe32003900360036003800,2008-02-02,Male,Service,Yes,1.0,2.0,3.7,0.15
16146,fffe33003200360031003400,2008-11-15,Female,Service,No,3.0,7.0,8.5,0.89
13831,fffe3200380034003000,2008-04-09,Female,Service,Yes,1.0,2.0,5.1,0.35
20579,fffe31003700350039003600,2008-07-09,Male,Service,Yes,3.0,6.0,7.5,0.56
1137,fffe32003300390036003400,2008-01-20,Female,Service,No,3.0,6.0,6.1,0.51
7373,fffe31003200370031003600,2008-03-02,Female,Service,No,2.0,5.0,6.9,0.54
12788,fffe3800390038003700,2008-11-15,Female,Service,No,3.0,6.0,6.9,0.52
935,fffe3700370035003700,2008-04-21,Male,Product,No,1.0,3.0,5.8,0.37
14678,fffe32003400350030003100,2008-10-02,Male,Service,No,3.0,4.0,5.5,0.39
15157,fffe32003900370032003700,2008-04-15,Male,Service,No,4.0,8.0,6.7,0.58
8195,fffe3800340035003900,2008-08-18,Female,Product,Yes,2.0,4.0,4.6,0.4
3865,fffe3900340035003000,2008-03-17,Female,Product,Yes,2.0,3.0,6.3,0.43
20841,fffe32003800380038003300,2008-06-07,Female,Service,Yes,2.0,4.0,4.3,0.2
20181,fffe33003400310038003600,2008-10-02,Female,Service,No,3.0,6.0,8.5,0.83
11802,fffe3300380033003500,2008-01-12,Female,Service,No,2.0,5.0,6.0,0.42
8322,fffe31003800390033003900,2008-08-22,Female,Product,Yes,3.0,5.0,5.0,0.3
5962,fffe33003200330035003000,2008-01-10,Male,Service,No,3.0,6.0,6.2,0.54
1357,fffe32003200320033003900,2008-04-10,Male,Service,Yes,1.0,2.0,3.7,0.29
16030,fffe3200380036003000,2008-11-03,Female,Service,Yes,0.0,1.0,1.4,0.02
13824,fffe3100330036003000,2008-02-05,Male,Service,Yes,2.0,4.0,5.8,0.49
5919,fffe33003200350034003000,2008-05-23,Female,Service,Yes,1.0,4.0,5.4,0.46
15337,fffe3100320030003400,2008-03-19,Male,Service,No,2.0,4.0,7.2,0.53
3131,fffe32003700380039003400,2008-01-11,Female,Product,No,3.0,6.0,7.5,0.53
14323,fffe32003800330036003200,2008-01-17,Female,Service,Yes,3.0,5.0,3.3,0.25
907,fffe33003200300039003600,2008-10-04,Female,Product,No,3.0,6.0,6.8,0.55
2136,fffe3200330032003900,2008-05-12,Female,Service,Yes,1.0,2.0,4.7,0.23
12096,fffe32003100310034003400,2008-08-07,Female,Service,Yes,0.0,1.0,1.5,0.09
4880,fffe3100390034003200,2008-12-26,Female,Service,Yes,2.0,4.0,5.9,0.39
19050,fffe31003900350034003600,2008-10-11,Female,Service,No,2.0,4.0,6.2,0.47
17814,fffe31003700350036003600,2008-06-30,Female,Service,No,1.0,4.0,5.1,0.39
4205,fffe31003100380036003700,2008-11-01,Female,Service,Yes,2.0,3.0,5.6,0.42
3259,fffe32003000340032003000,2008-05-19,Male,Service,No,2.0,6.0,7.1,0.56
10533,fffe31003400360031003500,2008-12-19,Female,Service,Yes,3.0,5.0,3.8,0.3
9769,fffe32003300390033003600,2008-04-25,Female,Service,Yes,3.0,7.0,7.6,0.69
10675,fffe33003200340035003700,2008-02-18,Female,Service,No,0.0,1.0,1.3,0.03
9185,fffe33003100370037003800,2008-04-12,Female,Product,No,2.0,5.0,7.3,0.63
3681,fffe31003100330032003300,2008-07-26,Female,Product,Yes,1.0,3.0,6.5,0.5
18947,fffe32003300310031003200,2008-12-22,Female,Service,Yes,3.0,5.0,6.6,0.53
7994,fffe32003100330036003700,2008-12-09,Female,Service,No,2.0,4.0,7.4,0.69
10198,fffe32003300330039003100,2008-04-10,Male,Service,No,2.0,4.0,8.0,0.65
5803,fffe3600310033003100,2008-06-25,Female,Service,No,3.0,6.0,6.2,0.56
1715,fffe32003300320030003000,2008-08-09,Female,Service,Yes,3.0,5.0,3.9,0.29
5345,fffe32003400350037003400,2008-09-13,Female,Service,Yes,1.0,3.0,6.0,0.41
4723,fffe33003300300038003800,2008-03-12,Male,Service,No,4.0,7.0,7.5,0.74
7212,fffe31003100380035003500,2008-04-09,Male,Product,Yes,5.0,10.0,7.6,0.74
3018,fffe32003900390032003600,2008-02-26,Female,Service,Yes,3.0,6.0,8.2,0.66
648,fffe3700360037003600,2008-03-06,Female,Service,Yes,2.0,4.0,5.6,0.43
17344,fffe32003800330035003300,2008-12-19,Female,Service,No,3.0,5.0,5.6,0.41
12781,fffe32003900370036003200,2008-06-08,Male,Service,No,2.0,6.0,7.0,0.61
11529,fffe32003700350039003700,2008-07-10,Female,Service,Yes,4.0,7.0,8.3,0.67
20871,fffe3800300037003300,2008-04-09,Male,Service,Yes,1.0,3.0,2.1,0.11
7761,fffe33003300310033003200,2008-10-12,Female,Service,Yes,2.0,5.0,6.9,0.57
21175,fffe3100360036003600,2008-02-20,Male,Service,Yes,2.0,5.0,7.7,0.59
1313,fffe31003300350038003000,2008-03-21,Male,Service,No,1.0,4.0,4.9,0.36
20896,fffe3100300037003000,2008-07-01,Male,Service,Yes,2.0,3.0,4.0,0.2
10804,fffe31003500330035003000,2008-07-16,Male,Service,Yes,2.0,3.0,4.9,0.33
17343,fffe31003000390033003100,2008-06-17,Male,Service,No,2.0,5.0,8.7,0.69
15366,fffe32003200380038003200,2008-04-24,Female,Service,Yes,2.0,5.0,4.5,0.3
11596,fffe31003900320039003700,2008-03-11,Female,Product,No,3.0,5.0,5.8,0.43
18893,fffe3300380032003400,2008-12-28,Female,Product,No,3.0,6.0,6.3,0.59
7410,fffe32003200300033003600,2008-11-30,Female,Product,No,4.0,8.0,8.0,0.84
1942,fffe3100380036003400,2008-03-30,Male,Product,No,1.0,2.0,5.6,0.39
4733,fffe33003100380039003100,2008-10-18,Male,Product,Yes,2.0,4.0,6.9,0.47
607,fffe33003300320032003800,2008-08-19,Female,Service,No,3.0,6.0,8.7,0.76
4606,fffe32003700370033003200,2008-08-28,Female,Product,Yes,0.0,1.0,0.9,0.0
13107,fffe31003000340032003600,2008-05-31,Female,Service,Yes,3.0,5.0,6.8,0.47
12115,fffe31003300350039003500,2008-07-21,Male,Service,Yes,2.0,5.0,5.0,0.4
5628,fffe3900370033003500,2008-05-31,Female,Service,Yes,1.0,2.0,2.4,0.16
6060,fffe33003200330034003500,2008-01-01,Female,Service,Yes,1.0,2.0,3.5,0.26
8555,fffe3700380033003300,2008-09-17,Female,Service,No,0.0,1.0,0.0,0.0
14749,fffe3900330030003200,2008-06-05,Male,Service,Yes,1.0,3.0,4.9,0.26
1269,fffe3200380038003600,2008-02-22,Female,Service,Yes,2.0,4.0,3.3,0.26
6053,fffe340037003500,2008-06-21,Female,Service,Yes,1.0,3.0,3.5,0.29
13179,fffe33003000320030003600,2008-01-29,Male,Product,Yes,2.0,2.0,4.0,0.28
16423,fffe32003700320037003400,2008-09-07,Female,Product,Yes,4.0,9.0,7.8,0.76
28,fffe31003600310031003600,2008-09-16,Female,Service,No,2.0,5.0,6.7,0.46
10683,fffe32003500330038003900,2008-04-01,Female,Service,No,4.0,7.0,8.7,0.86
20881,fffe32003900340039003600,2008-01-01,Female,Service,Yes,1.0,3.0,4.6,0.27
9444,fffe3100390030003900,2008-01-28,Male,Service,No,2.0,3.0,3.4,0.23
6769,fffe31003800300039003400,2008-01-23,Female,Service,Yes,0.0,1.0,3.5,0.19
12516,fffe31003000300031003400,2008-11-10,Female,Service,No,3.0,6.0,7.2,0.63
22479,fffe32003400310036003900,2008-03-25,Male,Service,Yes,1.0,2.0,7.0,0.49
4320,fffe31003300390030003500,2008-10-03,Female,Product,No,3.0,6.0,8.6,0.85
9481,fffe31003700390030003500,2008-10-24,Female,Service,Yes,3.0,6.0,6.6,0.46
11988,fffe31003800350038003900,2008-02-02,Male,Product,Yes,2.0,5.0,7.0,0.61
6113,fffe3700330038003600,2008-09-02,Female,Product,Yes,4.0,7.0,8.2,0.81
11688,fffe32003200330032003100,2008-10-04,Female,Service,Yes,1.0,3.0,3.0,0.19
3680,fffe32003000330037003800,2008-08-26,Female,Service,No,1.0,3.0,3.7,0.28
21543,fffe33003200350034003200,2008-09-14,Male,Service,No,4.0,7.0,7.7,0.74
11667,fffe31003200330031003700,2008-08-25,Female,Service,No,1.0,4.0,4.5,0.41
12638,fffe3200360033003100,2008-04-13,Female,Service,No,2.0,4.0,5.4,0.47
14894,fffe31003600340037003900,2008-09-09,Female,Product,Yes,2.0,5.0,5.5,0.38
16342,fffe31003600340036003000,2008-01-06,Male,Product,No,2.0,6.0,6.2,0.52
13328,fffe33003200320030003100,2008-06-27,Female,Service,Yes,2.0,5.0,5.3,0.42
399,fffe32003600360038003300,2008-04-29,Female,Service,Yes,2.0,5.0,7.1,0.58
2087,fffe3700380037003800,2008-06-08,Male,Service,Yes,4.0,6.0,8.3,0.66
11298,fffe32003800390037003800,2008-07-13,Male,Service,No,3.0,6.0,6.2,0.51
720,fffe31003900340030003400,2008-04-30,Female,Product,Yes,1.0,2.0,5.1,0.37
7734,fffe31003200380035003300,2008-02-18,Female,Product,Yes,1.0,3.0,4.8,0.24
11124,fffe32003800380039003600,2008-08-31,Female,Product,No,2.0,4.0,7.8,0.67
3049,fffe31003100310036003300,2008-01-17,Female,Service,No,1.0,2.0,2.8,0.19
14225,fffe32003400300037003500,2008-05-24,Female,Service,Yes,2.0,5.0,6.0,0.49
8135,fffe360031003300,2008-03-04,Male,Service,No,1.0,3.0,3.2,0.24
3790,fffe32003000360031003400,2008-03-03,Male,Service,No,2.0,5.0,7.4,0.57
7777,fffe32003200380035003100,2008-11-19,Male,Product,Yes,2.0,5.0,7.4,0.6
20284,fffe31003600340033003700,2008-08-05,Female,Service,Yes,1.0,4.0,7.0,0.48
12692,fffe31003900380036003000,2008-03-01,Female,Service,Yes,2.0,4.0,6.6,0.48
14350,fffe32003700310032003800,2008-01-05,Male,Service,Yes,0.0,2.0,4.9,0.3
19435,fffe31003800350035003100,2008-10-01,Male,Product,No,4.0,7.0,7.2,0.61
17162,fffe33003300340030003000,2008-06-01,Female,Service,No,2.0,3.0,3.9,0.31
13788,fffe32003700320034003700,2008-03-09,Male,Service,Yes,0.0,1.0,3.5,0.24
8303,fffe32003700320032003700,2008-06-13,Female,Product,Yes,2.0,4.0,5.6,0.43
16072,fffe32003500340034003500,2008-01-22,Female,Service,Yes,3.0,4.0,4.5,0.26
8945,fffe32003400340032003200,2008-07-03,Female,Service,No,3.0,5.0,6.4,0.46
527,fffe3600390039003600,2008-08-17,Male,Service,No,4.0,7.0,6.9,0.66
